F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,class
2.552492804,0.861901091,1.883252521,0.253231976,0.834212988,1.864144259,0.027604795,0.332407442,0.312819091,-0.900332528,-0.343538806,2.2179434,0.916849474,0.811969213,1.610380839,2.17499813,-0.096148667,0.955965664,1.349494642,0.603507588,0
1.020660873,0.599553145,3.10558305,0.778699635,2.514556427,3.308099367,1.860481349,1.245473966,1.107483233,-0.90134303,1.823349762,2.68313706,-0.14670634,0.680208475,1.042636021,1.272020867,1.911944567,0.691511126,0.894179203,1.560521655,0
8.26E-04,1.936442436,0.73306412,0.24558025,1.736939138,0.61172725,1.094882232,1.867230258,-0.452660741,1.334833281,2.217104782,1.854374242,0.791974952,2.580775664,-0.147946716,1.911452373,0.063582252,1.543539727,1.325964642,1.275756016,0
0.155051046,0.551434666,1.174847157,-0.334092291,1.887407655,1.92920356,2.438063557,-0.363599135,-0.467050062,1.480468271,0.920976487,0.899420903,-0.584017074,3.483875618,0.656173862,0.380878129,1.935818305,0.242280673,-2.365048187,-0.018168698,0
2.857769948,1.284325751,0.794793172,0.474786179,1.273749485,1.246596656,2.678393501,-0.007264762,1.835802562,1.457697249,2.45179914,2.346715298,1.093578808,0.0173176,2.779456139,2.561266062,0.164046513,0.99512491,1.246116573,2.949824341,0
-0.158110946,-0.10999535,1.156577804,0.843891829,-0.120443671,0.805300792,0.190162764,2.573042044,0.787742812,1.755377203,0.289028829,1.922379841,0.832555015,0.695100245,0.092339143,0.403948014,-0.159977351,-0.307451456,0.621493284,0.208282427,0
-0.825442903,0.651780256,-0.204942391,1.26028303,0.150942832,1.868057038,0.166511579,0.813686871,2.10305234,-2.2582257,1.345435877,-0.766498608,1.656054547,-1.132600979,3.444650965,2.562252233,0.611672521,-0.213756344,1.01725285,-0.374113537,0
1.178668942,1.601213891,-1.006548849,0.660243979,-0.148612795,1.53234815,0.187453269,-0.055493678,1.809643019,3.564842927,0.612094976,0.975674438,-1.001224763,1.108436584,1.102483637,0.060053271,1.856274291,2.40021544,0.848444225,1.050756857,0
-0.269823561,2.63524724,3.0079611,0.161567658,1.307941362,0.130670926,0.585120562,-1.102229434,1.301519094,2.24446901,1.014606181,-1.089969368,1.888611343,0.89990853,1.599278102,0.883348474,2.398126867,0.649443046,0.383948806,1.251762188,0
1.391060344,2.122984802,0.434194255,0.605093859,0.342400587,1.322653759,-0.207261456,1.857037262,-0.175991794,1.729039607,1.827668625,1.186129774,2.236904124,0.686789418,0.606576756,1.561295016,1.358843541,0.233553933,0.996805192,1.822818768,0
-0.930079393,1.281680781,1.238848858,0.525825206,-0.786756428,0.8449478,0.745911577,-0.671934904,2.097015519,0.122555393,0.871149609,0.595431889,1.203994736,-0.087539659,0.394265108,0.814699481,3.1668035,1.898027799,1.322211362,2.412062866,0
2.603983876,1.217348049,-0.484495454,1.420260076,0.662700582,0.417618985,0.401588181,0.254695283,0.340921519,-0.533635816,-0.16395211,1.29298659,0.357825844,0.514182734,1.017290375,0.046758365,1.184859825,0.797382633,2.059676457,0.499976564,0
1.560540277,0.180952527,-0.050000927,2.548058741,1.363657919,0.907780175,-0.314286926,0.763107772,0.536389027,1.408560855,0.517234268,1.68101482,1.150607685,1.819017845,1.277310292,-0.306149404,0.427479882,1.382456276,0.057945824,1.859811103,0
1.813300014,3.040030597,1.076288577,-0.03198814,2.008546942,2.218461212,-0.84550925,0.91867607,0.214961554,1.69336323,1.262733621,0.505720101,0.623263577,1.789650209,1.162600021,1.380707271,0.88077144,1.333034794,0.709671574,0.30596781,0
0.351814354,1.778733749,2.151626518,0.78960507,-0.31375981,0.957281938,1.859785938,1.382598762,0.601807214,1.429515598,1.151158261,2.118708268,0.240168612,0.711340338,-0.394181422,1.246645406,1.18911191,-1.103712087,1.269165808,0.2656448,0
0.111224395,2.12111839,2.237882259,0.744891234,0.298704127,0.41356711,1.301555653,1.052579264,-0.760501296,0.173160195,1.66295006,-0.875566864,1.188816428,-0.206714437,0.466556743,0.148473867,-0.761625226,1.316340329,0.479044412,-0.011202693,0
1.636409252,0.309135187,1.402548823,1.206129261,-0.454755962,0.733607937,0.848087597,2.755057189,0.232223326,2.057161104,-0.508608558,1.645239717,1.312319515,1.429502354,1.340354802,0.034139468,2.211874514,1.489302087,2.615957321,1.711285108,0
-0.56942779,0.714742604,0.222315117,-0.052762332,-1.21991533,2.124762574,0.752132839,0.773302161,-0.828713769,1.460536077,1.403852408,-0.249307496,-0.187152639,0.589756709,0.078941612,1.212892261,2.332750872,1.919435593,0.855061798,-0.982025585,0
0.256420991,0.27776064,-0.388023294,2.708644625,0.443559549,1.436917288,0.251942906,0.706917501,1.078575557,1.147210774,0.242786705,1.005603498,0.10578128,0.973039029,2.761767061,2.65610217,1.218878295,0.457992493,0.073268013,-0.485034677,0
0.013401239,0.501465893,2.254615425,0.103195416,0.987111006,1.468142193,0.690687437,1.056050081,0.22858579,-0.659311311,-0.357675879,-0.08307485,2.324759855,1.046021665,-0.177054113,2.600640467,0.816113839,0.940262781,-0.908968038,1.623907883,0
0.367345349,0.409183226,1.275746172,2.547944694,0.303037967,0.223371501,1.862002238,-0.41052875,0.519560942,0.238848853,2.428777663,-0.363781292,0.679552738,0.09164879,1.049582184,1.235808303,0.537959908,0.234566128,2.015039827,1.572036646,0
-0.299553709,0.71198693,2.616271344,0.879933769,1.548281796,1.075638152,0.053896305,0.187331304,0.326849811,3.123211234,1.130053386,3.233645885,0.07318542,2.358123277,1.059380405,1.188247183,0.650743428,1.175452224,0.721143105,1.294883337,0
1.634958412,-0.388787668,1.23014861,2.682381985,-0.696499483,1.472191837,1.662579881,0.582728715,1.399315776,0.773184298,1.970109121,1.621786221,1.267559996,1.72091167,0.144284234,0.593831172,0.236205023,-1.105291916,1.074528051,2.391156252,0
1.141625371,1.55857212,2.17680602,0.949855795,1.29582358,0.546095239,1.097598359,1.461928652,-0.710776582,1.650746964,0.998379223,1.256361544,-0.790425108,0.448001094,1.43138204,0.173914057,0.134218703,0.579287726,2.162384374,-0.38872237,0
2.06700209,1.212525724,0.263510383,1.467956511,1.321004542,0.811096527,1.326128344,2.443065819,1.42726028,2.015929354,0.860224516,1.967579619,0.940750793,-1.772612881,1.775407084,0.823915825,0.309363181,3.244535727,0.465324862,0.863383042,0
-0.6454007,1.096183029,2.402341091,0.247896175,0.144085666,-0.325161678,1.584995093,-1.497407507,1.951303862,-0.051501225,-0.150839659,0.612921399,1.275551492,1.847769372,0.623193506,0.147966169,1.349140839,1.192960088,0.155822471,1.343100711,0
-0.660225343,1.796677853,-0.454224655,-0.937561703,1.336175053,1.223035098,0.323428751,-0.2718097,0.778104424,1.144834056,2.799848693,1.046432162,1.975383773,0.092882681,1.726348936,1.507504519,-0.624591007,0.7996056,1.65035162,1.248507018,0
0.258415716,1.841538612,0.240277959,0.845637099,1.464522029,1.165651492,0.999212934,1.458514074,0.498390353,1.440235016,-0.35068696,1.902137298,1.645292856,-0.102218767,1.292041077,1.718931578,1.628881511,1.494141972,1.140993259,1.529218834,0
1.143026551,2.225439757,1.39979286,1.317008815,0.889099627,1.642866419,1.319758359,2.305470321,1.236819447,1.045950229,1.985631162,1.844758864,1.44188094,1.683113039,0.826981853,-0.342608406,1.431402421,1.69350066,0.58630317,0.271971697,0
-0.223071094,1.535759627,0.382157343,1.986439226,0.637322503,-1.199659413,1.017901048,1.450870828,1.524179988,0.201714237,0.40622438,2.543716717,0.26166733,0.779079711,1.975463386,-0.539084776,1.763657619,0.583432624,1.962205375,1.26916717,0
1.094640633,-0.656323938,1.487799561,0.862530442,-0.12758448,-0.367797557,0.890441677,1.054028992,-0.679862331,1.301605697,0.653855639,0.098056659,0.045429576,2.877571502,-0.27222264,0.232069497,0.776456033,1.321516934,-1.219874946,-0.690044459,0
0.155831343,1.555600204,0.049543102,1.209110732,0.398037637,2.733890135,-0.267795223,0.47155175,1.009521848,-0.281903333,0.920691971,0.355655403,0.625369132,-0.158166632,1.027917876,1.294138007,1.600803585,0.160793151,-0.04774634,2.333437379,0
0.559152749,1.222233492,0.001035119,-0.26462082,-0.527641297,1.49774478,1.432890049,-0.41442945,1.732995399,0.149199893,0.009261185,0.146279609,1.183856948,1.054252957,0.771893426,-0.904169523,2.956048961,0.4751009,1.015320102,-0.420690618,0
0.760865141,1.556713776,1.446165609,1.710716045,0.097387104,1.619415346,0.200730166,1.68543608,0.112016605,2.277316857,2.350801002,1.682121402,3.02676925,2.472352378,2.083417666,1.953597836,-0.195361393,-0.240634265,0.872964676,1.005708284,0
-0.042772486,1.983709607,0.327323387,1.349510407,1.161407268,2.056914196,3.239200047,1.865921834,0.177720178,-0.057853952,0.481689409,0.723121615,2.202861084,-1.038996561,0.856525882,-0.175403116,-0.179171572,1.151710284,1.843147329,0.671009289,0
1.271717877,-0.10729406,2.107878124,1.400266174,0.380069195,0.506879458,0.068323926,2.48246357,1.937132883,0.564759143,1.175009801,0.174291054,2.859998734,1.760831929,0.316807105,2.995349765,0.41922682,0.440222818,1.085015176,1.052385721,0
2.69405224,0.350718408,1.679282866,0.789704761,0.234039435,1.922768461,2.095222176,1.39278574,1.040821063,1.249977249,1.81186003,0.408047557,0.483788126,0.483968937,0.931259091,1.098481064,1.424506851,0.957365594,0.648257183,2.486935681,0
2.01438141,1.645129698,-0.719403408,2.770163172,1.90807068,0.979423196,1.00168045,0.408961254,1.857499316,2.325029066,1.509111397,2.356442312,0.363373958,0.821269746,1.322597404,2.404064588,1.060279634,1.316840632,0.702163615,0.974706677,0
1.281523868,1.258925392,0.110581202,0.894712931,0.337722524,-0.587991024,2.272542555,1.608462535,0.905801195,0.822819818,0.938188915,0.418076634,1.626971466,-0.459570082,-0.717301669,0.882885968,1.509975665,-1.050749341,0.4117369,0.281297041,0
0.554517309,0.003363752,0.877325293,1.880604808,1.339726934,1.351806858,2.006195837,0.38897286,-0.495975246,-0.36335751,1.812964136,0.897799023,1.974389117,1.036393692,0.412787486,1.864601574,-0.118050736,0.60640069,1.226745986,1.429544114,0
1.90955555,1.600423329,2.963937445,1.359927172,-0.074719345,1.858333815,0.522157125,2.077877487,0.67268059,0.315273161,-0.291010892,0.738838951,2.329868914,2.844033169,0.4788939,-0.084267582,0.249623542,0.976034081,-0.131587244,0.043094479,0
0.6999733,1.534768696,0.971115375,0.904654293,0.432821645,2.126759015,1.521617348,1.123159694,0.377534751,-1.163883238,0.633044087,2.295105563,-0.024310354,1.003326186,2.006804979,-0.266583533,2.184017483,0.369338757,-0.385667661,0.631513693,0
-0.106610926,-0.811010115,2.464691503,-0.714572836,0.689262726,0.455022095,-0.438039655,0.871415931,1.988928808,0.249732643,0.934471637,-0.16399848,-0.718859208,1.341810085,2.72598589,0.978719495,1.017614483,0.656478903,1.117757599,1.159731917,0
1.93529472,1.357384199,2.71897086,2.167706807,0.456795428,0.017770732,3.031918853,-0.228705124,0.227536943,2.884457971,1.506260841,3.120759801,0.606799444,-0.057084928,0.396010051,-0.587061292,1.457988957,0.936938414,0.483528129,1.300202225,0
0.931984086,2.262718056,2.630043013,-0.849967609,1.591447608,1.535683281,2.17360401,0.594217444,1.375011572,1.438951417,0.378005929,1.375746478,-0.059293401,0.195680881,0.400138377,1.377271945,1.281820553,-0.774679877,0.440089512,1.669245203,0
0.207018316,1.045542716,1.294950052,0.607097412,-0.738280267,1.119405067,1.176296466,1.156650292,-0.070513354,0.745469468,-0.528223887,-1.072267939,1.960811354,1.676853025,2.30387257,1.719977582,1.392475171,2.881843901,0.716994296,1.789447929,0
1.257972298,0.189900111,-0.0967399,3.104842034,1.199604805,2.18917072,0.681415496,0.142574806,1.380233154,0.014523481,1.96871212,0.902213749,1.038228328,1.577705819,0.583370382,0.386804473,1.525721974,0.821175604,2.792505891,2.458272607,0
0.633825231,-0.008742161,0.622922144,0.728687646,-0.218117808,1.980814985,1.486157827,0.276174953,0.878857444,0.903996232,1.757907187,0.780264559,0.562864142,1.098698455,2.7124484,0.137609794,0.790612193,1.227821046,1.676957242,1.823724772,0
1.692907442,-1.355056033,0.729642333,0.552995765,0.66892975,2.195300478,-0.337517378,1.373727733,1.406718523,0.038129209,1.565408445,1.920856698,0.320158921,0.634612028,1.954413815,1.5268042,0.335685455,-0.810712971,1.356024518,-0.054668854,0
0.44090391,1.314778673,-1.23052541,1.730306651,0.12573122,0.629704835,1.893044587,-0.323292231,3.295109375,-2.542665014,0.92118358,1.482176837,0.140416312,-0.122128767,1.530325285,-0.193518978,0.820572583,1.760906068,0.866303248,1.033706471,0
1.256054322,3.755600289,0.478511031,-1.2091203,-0.403657549,1.414331167,0.370026014,0.236374881,1.099352782,2.107420027,1.636133474,2.251567483,2.491215307,2.428442433,2.514733721,0.738588689,0.636060927,1.304079243,0.746441945,3.320207453,0
1.345399013,1.485321558,0.067478237,1.761260463,0.109122201,0.865189957,1.304944928,-0.063700585,0.35488113,3.998127239,-0.471965424,1.049554532,1.126933493,1.283753939,3.563042959,2.23665256,-0.792708598,0.71900555,0.138847021,1.916362575,0
2.293938973,-0.405186839,1.217106706,1.41762968,-0.010434465,1.321033694,1.874160399,0.661189582,1.022753971,-0.554757932,2.155100639,0.257622686,0.931320205,-0.534247623,2.537056304,0.253481467,1.221386596,1.217945847,1.515342255,2.294595698,0
0.631626794,0.151266251,-0.011364761,2.686379057,0.538295086,2.222108109,2.702159731,2.48090248,2.570763862,-0.461143549,1.169458332,1.506599282,0.61782354,0.573036293,1.050436477,1.157507378,1.066409526,0.672508099,1.974882424,0.888499946,0
0.817469494,2.066007522,2.471635038,0.425164814,1.990731793,1.468595905,1.118328421,1.04152134,2.104845349,3.062002105,1.976144208,2.105796371,2.025644615,0.171281775,1.03846463,0.549241411,0.682604107,0.583834499,1.191014594,2.254736238,0
2.352054987,1.295129613,1.329080904,0.624855717,2.499703496,1.520731526,-0.58323725,0.672680257,0.374917832,0.779763966,2.261488162,1.86647335,0.082221189,1.040224018,0.088196955,0.273159845,3.037630831,0.494241347,1.770250539,0.81182968,0
